key,0,2
#,Singular,Plural
offset,0,4
int32,str,str
0,,
1,,
2,ルーインランナー,
3,アンテロープ・ドゥ,
4,アンテロープ・スタッグ,
5,オポオポ,
6,レミュー,
7,ナット,
8,ケッド,
9,マイトリング,
10,ダイアマイト,
11,ベーンマイト,
12,ヴァルチャー,
13,バザード,
14,ワイルドホグレット,
15,ワイルドホッグ,
16,ワイルドボア,
17,バルーン,
18,ゾンビー,
19,ゾンビー・メイジ,
20,マジックドボーンズ,
21,インプ,
22,ローズレット,
23,ケッドトラップ,
24,トレント,
25,ドライアド,
26,ギガントード,
27,ニクス,
28,クァール・パップ,
29,デュラハン,
30,クレイゴーレム,
31,マインドフレア,
32,コチュー,
33,オチュー,
34,アダマンタス,
35,トンベリ,
36,ウィーヴィル,
37,スクウィレル,
38,ブラックバット,
39,ツリースラッグ,
40,シュラウドアリオン,
41,サーフィド・スウォーム,
42,ヤーゾン,
43,チゴー,
44,ヂッガ,
45,ウィル・オ・ザ・ウィスプ,
46,プラズモイド,
47,フォレストファンガー,
48,トードスツール,
49,レディバグ,
50,ゴブリン・サグ,
51,アルファ・アノール,
52,レッドベリー・ルックアウト,
53,IIIコホルス・ホプロマクス,
54,ホーネット・スウォーム,
55,デスゲイズ,
56,ウォータースプライト,
57,IIIコホルス・デクリオン,
58,IIIコホルス・ラクエリウス,
59,IIIコホルス・エクエス,
60,IIIコホルス・セクトール,
61,IIIコホルス・シグニフェル,
62,テロック,
63,プリン,
64,シルヴァン・スクリーチ,
65,シルヴァン・サイ,
66,シルヴァン・スナール,
67,シルフィード・スクリーチ,
68,シルフィード・サイ,
69,シルフィード・スナール,
70,シルフィード・ソング,
71,黄昏のシルベリオ,
72,ボックマン,
73,絶対王ガルヴァンス,
74,シュレッダー,
75,アエリコ,
76,ストラットファインダー,
77,コッグファインダー,
78,ネイルファインダー,
79,ダラガブ・プリースト,
80,レッドベリー・ガッター,
81,毒針のセヴラン,
82,レッドベリー・ハイヴキープ,
83,レッドベリー・シャープアイ,
84,レッドベリー・チャンター,
85,懺悔のドファガン,
86,餓犬一家の操舵員,
87,餓犬一家の甲板員,
88,餓犬一家の機関員,
89,餓犬一家の掌砲員,
90,スプリガンコレクター,
91,スプリガン,
92,アンタレス,
93,サルガス,
94,シャウラ,
95,フルックスフラン,
96,ヘカトン・オーバーシアー,
97,ヘカトン・ストーンハーラー,
98,ヘカトン・ショックブロッカー,
99,ヘカトン・パイルドライバー,
100,ヘカトン・ブラストマスター,
101,豪腕のギュゲス,
102,イクサル・ソードファイター,
103,イクサル・ボールドウィング,
104,イクサル・スウィフトビーク,
105,イクサル・フォグコーラー,
106,クァール,
107,マンドラゴラ,
108,,
109,グレイヴディガー,
110,スケルトン・ソルジャー,
111,ディープクロフト・マイトリング,
112,カロング,
113,アーススプライト,
114,アイススプライト,
115,ウィンドスプライト,
116,ファイアスプライト,
117,ライトニングスプライト,
118,ミッヂ・スウォーム,
119,怨念のオクタベル,
120,アノール,
121,レッドベリー・スワームポイント,
122,レッドベリー・スティンガー,
123,トキシック・バットトラップ,
124,トキシック・フライトラップ,
125,パスナット,
126,ジャイアントスラッグ,
127,エノーマススラッグ,
128,トレント・サップリング,
129,ファイアフライ,
130,リンドヴルム,
131,クレーターゴーレム,
132,スモークボム,
133,ジャイアントバット,
134,淀んだアーススプライト,
135,淀んだウィンドスプライト,
136,淀んだウォータースプライト,
137,ワンダリングボーンズ,
138,レッドベリー・ジャック,
139,クァールクロウ・ハンター,
140,クァールクロウ・ポーチャー,
141,パラサイトファンガー,
142,ヤングアンテロープ・スタッグ,
143,イニクヴァーレット,
144,メナヴァーレット,
145,キャリオンビートル,
146,フレッシュフライ・スウォーム,
147,クロフトライト,
148,不気味なランプ,
149,ホードマイト,
150,バスタードマイト,
151,テインテッドラウス,
152,ヴォイドフレイム,
153,プリズンテロック,
154,ムントゥイ・サップリング,
155,マイトトラップ,
156,ガラオーズランタン,
157,セルマイト,
158,プリズンプリン,
159,ウィドスーター,
160,シルフランド・バザード,
161,ピットボア,
162,ミルクルート・サップリング,
163,シルフランド・センチネル,
164,ドリームトード,
165,ミルクルート・クラスター,
166,シルフボンネット,
167,シルフィード・ドリーム,
168,ホバーフライ・スウォーム,
169,クァールクロウ・カッター,
170,ディープヴォイド・ドーマウス,
171,レッサーカロング,
172,レッドベリー・ラーセナー,
173,アノールファミリア－,
174,ウォッチウルフ,
175,ポイズン・フライトラップ,
176,フォージング・ドゥ,
177,リーフブリード・スラッグ,
178,リーフブリード・マイト,
179,シュラウドビー・スウォーム,
180,リーフブリード・ローズレット,
181,キャリオンチゴー,
182,ゾンビー・パイクマン,
183,ノースシュラウド・レミュー,
184,サウスシュラウド・オポオポ,
185,怨毒のジャンレミ,
186,ヘッジナイト,
187,マーシュライト,
188,ネクロファガス・スラッグ,
189,怒れる盗賊,
190,イクサル・スカウト,
191,デュードリンカー・レディバグ,
192,イクサル・ダルタロン,
193,イクサル・ロストウィング,
194,イクサル・スロウビーク,
195,ホグレット,
196,ブラックエフト,
197,ボッグヤーゾン,
198,ナッツブレーカー,
199,スタンブリング・ファンガー,
200,キャリアー・レディバグ,
201,サーフィド・クラウド,
202,グリーディ・ホグレット,
203,レザーヴァイン・コチュー,
204,ラセットヤーゾン,
205,モトルエフト,
206,アノールストーカー,
207,フローティングアイ,
208,イクサル・ライトビーク,
209,イクサル・デフタロン,
210,イクサル・ストレートビーク,
211,グロウフライ,
212,ウルフ,
213,ストラングリング・アイビー,
214,オーバーグロウン・アイビー,
215,オーバーグロウン・オファリング,
216,トキシックトード,
217,ラフィングトード,
218,キキルン・スクランブラー,
219,キキルン・ビーター,
220,フェアリーファンガー,
221,ブルード・ジズ,
222,モルテッド・ジズ,
223,ジズ・ゴーリン,
224,ジズ,
225,ゴブリン・ハンター,
226,リバー・ヤーゾン,
227,ヤーゾン・スカベンジャー,
228,バークエフト,
229,シルヴァン・スクリーム,
230,シルヴァン・サウ,
231,シルヴァン・グローン,
232,ディズィーズ・トレント,
233,オールドグロウス・トレント,
234,スモールマウス・オロボン,
235,ビッグマウス・オロボン,
236,レブナント,
237,モルボル,
238,ストローパー,
239,ラプトル・ポーチャー,
240,ボア・ポーチャー,
241,ウルフ・ポーチャー,
242,アーリマン,
243,アイアントータス,
244,ジャイアントトータス,
245,アマルジャ・ランサー,
246,アマルジャ・インペイラー,
247,アマルジャ・ジャベリナー,
248,アマルジャ・ハープナー,
249,アマルジャ・アーチャー,
250,アマルジャ・ハンター,
251,アマルジャ・レンジャー,
252,アマルジャ・スナイパー,
253,アマルジャ・ピュージャリスト,
254,アマルジャ・ストライカー,
255,石英のナザグ・ガー,
256,アマルジャ・ブルーザー,
257,金剛のネゼド・ガー,
258,アマルジャ・サーマタージ,
259,アマルジャ・シーア,
260,アマルジャ・ディヴィネーター,
261,アラガンワーク・スパイダー,
262,マーモット,
263,ドレッドウルフ,
264,ドレイク,
265,サンドトード,
266,キキルン・シェルスウィーパー,
267,アラガン・ナーガ,
268,キキルン・ロウランナー,
269,魔導ヴァンガード,
270,グレネード,
271,ゴールデンフリース,
272,ファーブル,
273,ミオトラグス・ビリー,
274,ミオトラグス・ナニー,
275,クォーツドブラン,
