key,0,1
#,,
offset,0,4
int32,str,str
0,TEXT_AKTKML104_04747_SEQ_00,琳在密鋪鐵橋上，目送零離開。(翻譯:螢詩月@巴哈姆特)
1,TEXT_AKTKML104_04747_SEQ_01,
2,TEXT_AKTKML104_04747_SEQ_02,
3,TEXT_AKTKML104_04747_SEQ_03,
4,TEXT_AKTKML104_04747_SEQ_04,
5,TEXT_AKTKML104_04747_SEQ_05,
6,TEXT_AKTKML104_04747_SEQ_06,
7,TEXT_AKTKML104_04747_SEQ_07,
8,TEXT_AKTKML104_04747_SEQ_08,
9,TEXT_AKTKML104_04747_SEQ_09,
10,TEXT_AKTKML104_04747_SEQ_10,
11,TEXT_AKTKML104_04747_SEQ_11,
12,TEXT_AKTKML104_04747_SEQ_12,
13,TEXT_AKTKML104_04747_SEQ_13,
14,TEXT_AKTKML104_04747_SEQ_14,
15,TEXT_AKTKML104_04747_SEQ_15,
16,TEXT_AKTKML104_04747_SEQ_16,
17,TEXT_AKTKML104_04747_SEQ_17,
18,TEXT_AKTKML104_04747_SEQ_18,
19,TEXT_AKTKML104_04747_SEQ_19,
20,TEXT_AKTKML104_04747_SEQ_20,
21,TEXT_AKTKML104_04747_SEQ_21,
22,TEXT_AKTKML104_04747_SEQ_22,
23,TEXT_AKTKML104_04747_SEQ_23,
24,TEXT_AKTKML104_04747_TODO_00,與在觀星室的拜克·拉各對話
25,TEXT_AKTKML104_04747_TODO_01,與在雲使宮前的瓦爾桑對話
26,TEXT_AKTKML104_04747_TODO_02,與在靈水之劍附近的生命威對話
27,TEXT_AKTKML104_04747_TODO_03,與零對話
28,TEXT_AKTKML104_04747_TODO_04,
29,TEXT_AKTKML104_04747_TODO_05,
30,TEXT_AKTKML104_04747_TODO_06,
31,TEXT_AKTKML104_04747_TODO_07,
32,TEXT_AKTKML104_04747_TODO_08,
33,TEXT_AKTKML104_04747_TODO_09,
34,TEXT_AKTKML104_04747_TODO_10,
35,TEXT_AKTKML104_04747_TODO_11,
36,TEXT_AKTKML104_04747_TODO_12,
37,TEXT_AKTKML104_04747_TODO_13,
38,TEXT_AKTKML104_04747_TODO_14,
39,TEXT_AKTKML104_04747_TODO_15,
40,TEXT_AKTKML104_04747_TODO_16,
41,TEXT_AKTKML104_04747_TODO_17,
42,TEXT_AKTKML104_04747_TODO_18,
43,TEXT_AKTKML104_04747_TODO_19,
44,TEXT_AKTKML104_04747_TODO_20,
45,TEXT_AKTKML104_04747_TODO_21,
46,TEXT_AKTKML104_04747_TODO_22,
47,TEXT_AKTKML104_04747_TODO_23,
48,TEXT_AKTKML104_04747_RYNE_000_001,看來我們能做的事情都已經完成了。<hex:02100103>從在「觀星室」的拜克·拉各那裡了解情況的同時<hex:02100103>，順便去拿吸魂晶。  
49,TEXT_AKTKML104_04747_RYNE_000_005,零的靈魂轉移好像也順利結束了。<hex:02100103>結果我們沒有聽到桑克瑞德的話，<hex:02100103>但我相信總有一天我們會有機會和零再次交談。  
50,TEXT_AKTKML104_04747_LYNA_000_010,剛才零向我表示了感謝。<hex:02100103>他說，我們特意走遍各地是值得的，<hex:02100103>如果我的話能讓他有所體悟，那就太好了。  
51,TEXT_AKTKML104_04747_BEQLUGG_000_100,我已經將零的靈魂轉移到吸魂晶中了。<hex:02100103>塔的次元轉移裝置已經在運行中，<hex:02100103>在接下來的操作中也不再需要這個魔器了，所以放心吧。  
52,TEXT_AKTKML104_04747_LYNA_000_101,我也收到了來自各地協助我們的人的報告，<hex:02100103>他們已經準備好了。  
53,TEXT_AKTKML104_04747_LYNA_000_102,接下來，只要在零的世界的月球上安裝終端裝置，<hex:02100103>就可以人工連接地脈了。  
54,TEXT_AKTKML104_04747_BEQLUGG_100_102,如果在虛無界啟動裝置，我們這邊也能感知到。<hex:02100103>我們將以此為信號，將光線發射過去！  
55,TEXT_AKTKML104_04747_RYNE_110_102,現在我們只能祈禱了……<hex:02100103>我也想在這裡親眼見證！  
56,TEXT_AKTKML104_04747_BEQLUGG_000_103,現在你應該沒有理由再留在這裡了。<hex:02100103>你應該回到原初世界，趕快去找大家！  
57,TEXT_AKTKML104_04747_BEQLUGG_000_105,讓我來操作塔。<hex:02100103>快去找大家吧！  
58,TEXT_AKTKML104_04747_RYNE_000_110,因為大家的願望都在裡面，一定會成功的。<hex:02100103>我也想在這裡親眼見證！  
59,TEXT_AKTKML104_04747_LYNA_000_115,這座留有那個人思念的塔，<hex:02100103>一定能將光線傳達到遠方。  
60,TEXT_AKTKML104_04747_YSHTOLA_000_120,歡迎回來。<hex:02100103>看你的樣子，第一世界的準備工作似乎已經順利完成了。<hex:02100103>我們這邊也隨時可以出發。  
61,TEXT_AKTKML104_04747_VARSHAHN_000_130,啊，<hex:022C0DFF07><hex:022903EB0203><hex:FF02> <hex:0203>，<hex:02100103>你回來得正好！  
62,TEXT_AKTKML104_04747_VARSHAHN_000_131,我收到了月球上的兔兔族的聯絡，<hex:02100103>他們說「劍」的封印機制似乎快要被破壞了。<hex:02100103>從虛無界抑制干擾的能力，可能已經到達極限了。  
63,TEXT_AKTKML104_04747_YSHTOLA_000_132,但我們趕上了。<hex:02100103>現在我們立刻將零的靈魂送回身體……！  
64,TEXT_AKTKML104_04747_MYSTERIOUSPERSON_000_133,讓你久等了。  
65,TEXT_AKTKML104_04747_MYSTERIOUSPERSON_000_134,靈魂定著在身體上沒有問題。<hex:02100103>我也確實帶回了在那邊得到的東西。  
66,TEXT_AKTKML104_04747_YSHTOLA_000_135,我驚訝於吸魂晶中的靈魂，<hex:02100103>與以前不同，還帶有了光的輝煌。<hex:02100103>但是，如果是借助了琳的力量，那就能理解了。  
67,TEXT_AKTKML104_04747_MYSTERIOUSPERSON_000_136,不只是琳。<hex:02100103>因為遇到了許多其他的人，<hex:02100103>我才想到要將光吸收到我的身體中。  
68,TEXT_AKTKML104_04747_MYSTERIOUSPERSON_000_137,我也得到了「夜之民」的幫助。<hex:02100103>魯納爾讓我向你問好。  
69,TEXT_AKTKML104_04747_YSHTOLA_000_138,謝謝你。<hex:02100103>下次，我希望能直接聽到你的話。  
70,TEXT_AKTKML104_04747_VARSHAHN_000_139,好的，那麼我們已經準備好反擊了。<hex:02100103>我的本體也將立即飛往月球。
71,TEXT_AKTKML104_04747_VARSHAHN_000_140,大家都在靈水之劍前，<hex:02100103>請前往生命威那裡。<hex:02100103>我們將在突入虛無門時會合。  
72,TEXT_AKTKML104_04747_URIANGER_000_145,從虛無界湧出的黑暗力量，<hex:02100103>無論規模還是頻率，都在加速增長。<hex:02100103>我們可以認為澤羅姆斯的完全覺醒即將來臨……。  
73,TEXT_AKTKML104_04747_ESTINIEN_000_150,我已經準備好揮舞長槍。<hex:02100103>隨時可以出發。  
74,TEXT_AKTKML104_04747_YSHTOLA_000_155,足以威脅佐迪亞克封印的暗……<hex:02100103>不過如果有第一世界的光，我們應該能夠對抗。  
