key,0,1
#,,
offset,0,4
int32,str,str
0,TEXT_AKTKML105_04748_SEQ_00,赤月上的瓦爾桑，充滿了決心。(翻譯:螢詩月@巴哈姆特)
1,TEXT_AKTKML105_04748_SEQ_01,與瓦爾桑交談。為了打敗澤羅姆斯，拯救阿珠達雅的靈魂，我們將攻略「月之地下峽谷」。<hex:02100103><hex:02100103>※通過和進入點附近的同伴對話並選擇“編成小隊”，或選擇快捷指令裡的“劇情輔助器”，可以和非玩家同伴一同進入副本。<hex:02100103>※和玩家一同進入時請透過任務搜尋器參加。 
2,TEXT_AKTKML105_04748_SEQ_02,冒險者在前往澤羅姆斯的途中，發現了一個記憶碑，被吸入了其中的記憶世界。在那裡，他們體驗了被黑暗侵蝕的英雄高貝扎和試圖阻止他的杜蘭特的戰鬥。戰鬥結束後，杜蘭特在高貝扎面前屈膝。<hex:02100103>如果你離開了赤月，你可以從「嘆息海 南部」再次前往。  
3,TEXT_AKTKML105_04748_SEQ_03,我們發現一直對抗的高貝扎，其實是繼承了英雄名號的杜蘭特。與峽谷底部的「零」交談。<hex:02100103>如果你離開了峽谷底部，你可以從赤月再次前往。  
4,TEXT_AKTKML105_04748_SEQ_04,與零交談。讓我們前往高貝扎等待的門後面。  
5,TEXT_AKTKML105_04748_SEQ_05,高貝扎用盡最後的力量，阻止我們前進。但我們也合力將冒險者送到澤羅姆斯的面前。為了阻止對原初世界的侵攻，並奪回阿珠達雅的靈魂，我們將討伐「澤羅姆斯」。<hex:02100103><hex:02100103>※可以透過任務搜尋器參加。  
6,TEXT_AKTKML105_04748_SEQ_06,我們打敗了澤羅姆斯。在赤月的底部，讓我們拯救阿珠達雅的靈魂。<hex:02100103>如果你離開了赤月的底部，你可以從峽谷底部再次前往。  
7,TEXT_AKTKML105_04748_SEQ_07,澤羅姆斯一次又一次地復活，但是零和高貝扎合力使他的核心暴露出來。然後，阿珠達雅回應了弗栗多的呼喚，成功返回。與赤月的「零」交談。  
8,TEXT_AKTKML105_04748_SEQ_08,與零交談。偶然的相遇為虛無界帶來了光明的未來，他感慨萬分。現在，讓我們回到原初世界。
9,TEXT_AKTKML105_04748_SEQ_09,
10,TEXT_AKTKML105_04748_SEQ_10,
11,TEXT_AKTKML105_04748_SEQ_11,
12,TEXT_AKTKML105_04748_SEQ_12,
13,TEXT_AKTKML105_04748_SEQ_13,
14,TEXT_AKTKML105_04748_SEQ_14,
15,TEXT_AKTKML105_04748_SEQ_15,
16,TEXT_AKTKML105_04748_SEQ_16,
17,TEXT_AKTKML105_04748_SEQ_17,
18,TEXT_AKTKML105_04748_SEQ_18,
19,TEXT_AKTKML105_04748_SEQ_19,
20,TEXT_AKTKML105_04748_SEQ_20,
21,TEXT_AKTKML105_04748_SEQ_21,
22,TEXT_AKTKML105_04748_SEQ_22,
23,TEXT_AKTKML105_04748_SEQ_23,
24,TEXT_AKTKML105_04748_TODO_00,攻略「深淵潜行 月の地下渓谷」
25,TEXT_AKTKML105_04748_TODO_01,攻略「深淵潜行 月の地下渓谷」
26,TEXT_AKTKML105_04748_TODO_02,與零對話
27,TEXT_AKTKML105_04748_TODO_03,與零對話
28,TEXT_AKTKML105_04748_TODO_04,討伐「澤羅姆斯」
29,TEXT_AKTKML105_04748_TODO_05,討伐「澤羅姆斯」
30,TEXT_AKTKML105_04748_TODO_06,與零對話
31,TEXT_AKTKML105_04748_TODO_07,
32,TEXT_AKTKML105_04748_TODO_08,
33,TEXT_AKTKML105_04748_TODO_09,
34,TEXT_AKTKML105_04748_TODO_10,
35,TEXT_AKTKML105_04748_TODO_11,
36,TEXT_AKTKML105_04748_TODO_12,
37,TEXT_AKTKML105_04748_TODO_13,
38,TEXT_AKTKML105_04748_TODO_14,
39,TEXT_AKTKML105_04748_TODO_15,
40,TEXT_AKTKML105_04748_TODO_16,
41,TEXT_AKTKML105_04748_TODO_17,
42,TEXT_AKTKML105_04748_TODO_18,
43,TEXT_AKTKML105_04748_TODO_19,
44,TEXT_AKTKML105_04748_TODO_20,
45,TEXT_AKTKML105_04748_TODO_21,
46,TEXT_AKTKML105_04748_TODO_22,
47,TEXT_AKTKML105_04748_TODO_23,
48,TEXT_AKTKML105_04748_YSHTOLA_000_001,不能只是高興。<hex:02100103>接下來才是真正的開始……要繼續保持警覺！  
49,TEXT_AKTKML105_04748_ESTINIEN_000_005,能與他人攜手也是一種強大。<hex:02100103>從我們初次和零見面來看，這變化是無法想像的，<hex:02100103>……但這並不壞。  
50,TEXT_AKTKML105_04748_MYSTERIOUSPERSON_000_010,這光的閃爍，我不會讓它只在這裡結束。<hex:02100103>我一定會讓它達到月亮的深處。  
51,TEXT_AKTKML105_04748_VRITRA_000_015,我將在這裡確保大家的退路。<hex:02100103>我不會讓妖異接近門……！  
52,TEXT_AKTKML105_04748_SYSTEM_000_020,你要移動到「赤月」嗎？  
53,TEXT_AKTKML105_04748_VARSHAHN_000_020,雖然我們沒有一刻的緩慢，但我已經不再焦急。<hex:02100103>我不會錯過呼喚阿珠達雅靈魂的好機會。  
54,TEXT_AKTKML105_04748_VARSHAHN_000_021,現在，我們再次下到洞底，<hex:02100103>是時候救出被澤羅姆斯吸收的姐姐了。<hex:02100103>讓我們擊敗阻擋我們前進的妖異，繼續前進！  
55,TEXT_AKTKML105_04748_Q1_000_000,你要怎麼做？  
56,TEXT_AKTKML105_04748_A1_000_001,對話  
57,TEXT_AKTKML105_04748_A1_000_002,編成小隊 
58,TEXT_AKTKML105_04748_A1_000_003,取消  
59,TEXT_AKTKML105_04748_YSHTOLA_000_030,讓我們沿著光的殘餘照亮的道路前進。<hex:02100103>這次我們一定要解決問題！  
60,TEXT_AKTKML105_04748_ESTINIEN_000_035,在被我們擊敗的妖異復活之前，<hex:02100103>我們要打敗澤羅姆斯，救出阿珠達雅！  
61,TEXT_AKTKML105_04748_VARSHAHN_000_040,前進之時一定要保護他們……<hex:02100103>我不能違背我曾經送給你的那句話。<hex:02100103>我一定會救出姐姐！  
62,TEXT_AKTKML105_04748_MYSTERIOUSPERSON_000_045,如果高貝扎出現，我希望你們先讓我來。<hex:02100103>在交戰之前，我有些事情想確認。  
63,TEXT_AKTKML105_04748_YSHTOLA_000_300,雖然我們希望拯救世界，但我們卻導致了滅亡……<hex:02100103>我知道高貝扎的想法的源頭，<hex:02100103>但我們也沒有退路，對吧？  
64,TEXT_AKTKML105_04748_ESTINIEN_000_305,無論動機如何……<hex:02100103>如果手段是錯誤的，我們就必須糾正。<hex:02100103>我們一直是這樣做的。  
65,TEXT_AKTKML105_04748_VARSHAHN_000_310,雖然我們懷著對世界、對朋友的感情，<hex:02100103>但是我們把希望回到故鄉的姐姐當作工具來利用……！<hex:02100103>這樣做只會貶低自己的願望。  
66,TEXT_AKTKML105_04748_MYSTERIOUSPERSON_000_400,好，那我們就往深處前進。  
