key,0,1
#,,
offset,0,4
int32,str,str
0,TEXT_AKTKML103_04746_SEQ_00,乙太之光廣場的零，眼中充滿了熱情。(翻譯:螢詩月@巴哈姆特)
1,TEXT_AKTKML103_04746_SEQ_01,關於遊末邦，似乎已經消除了引起不安和誤解的疑慮。去和拉凱提卡大森林的「魯納爾」談談吧。
2,TEXT_AKTKML103_04746_SEQ_02,零將要學習「夜之民」的生活。將聊天模式設置為「Say」模式，然後在鍵盤或軟體鍵盤上輸入包含『阿金托塔』的詞語，向魯納爾打個招呼吧。
3,TEXT_AKTKML103_04746_SEQ_03,教給零「夜之民」與旅人交流的暗語。去和「達維斯」談談吧。
4,TEXT_AKTKML103_04746_SEQ_04,向達維斯講述了向零灑甕水的儀式。去和「零」談談吧。
5,TEXT_AKTKML103_04746_SEQ_05,在魯納爾的鼓勵下，零似乎也開始萌生了某種想法。去和安穆艾蘭絡尾聚落的「卡薩德」談談吧。
6,TEXT_AKTKML103_04746_SEQ_06,在拿巴示艾蘭完成了乙太傳送器的設置。在那裡，零借助琳的手，為了改變自己的命運，邁出了一步。去和水晶都的特塞雷西恩鐵橋上的「零」談談吧。
7,TEXT_AKTKML103_04746_SEQ_07,零先一步前往靈魂虹吸器，為了轉移靈魂。讓我們準備好返回原初世界。
8,TEXT_AKTKML103_04746_SEQ_08,
9,TEXT_AKTKML103_04746_SEQ_09,
10,TEXT_AKTKML103_04746_SEQ_10,
11,TEXT_AKTKML103_04746_SEQ_11,
12,TEXT_AKTKML103_04746_SEQ_12,
13,TEXT_AKTKML103_04746_SEQ_13,
14,TEXT_AKTKML103_04746_SEQ_14,
15,TEXT_AKTKML103_04746_SEQ_15,
16,TEXT_AKTKML103_04746_SEQ_16,
17,TEXT_AKTKML103_04746_SEQ_17,
18,TEXT_AKTKML103_04746_SEQ_18,
19,TEXT_AKTKML103_04746_SEQ_19,
20,TEXT_AKTKML103_04746_SEQ_20,
21,TEXT_AKTKML103_04746_SEQ_21,
22,TEXT_AKTKML103_04746_SEQ_22,
23,TEXT_AKTKML103_04746_SEQ_23,
24,TEXT_AKTKML103_04746_TODO_00,與蛇行枝的魯納爾對話  
25,TEXT_AKTKML103_04746_TODO_01,在聊天的「Say」模式中輸入『阿金托塔(allin tuta)』<hex:02100103>並對魯納爾說出口令  
26,TEXT_AKTKML103_04746_TODO_02,與達維斯對話  
27,TEXT_AKTKML103_04746_TODO_03,與零對話  
28,TEXT_AKTKML103_04746_TODO_04,與絡尾聚落的卡薩多對話  
29,TEXT_AKTKML103_04746_TODO_05,與零對話
30,TEXT_AKTKML103_04746_TODO_06,
31,TEXT_AKTKML103_04746_TODO_07,
32,TEXT_AKTKML103_04746_TODO_08,
33,TEXT_AKTKML103_04746_TODO_09,
34,TEXT_AKTKML103_04746_TODO_10,
35,TEXT_AKTKML103_04746_TODO_11,
36,TEXT_AKTKML103_04746_TODO_12,
37,TEXT_AKTKML103_04746_TODO_13,
38,TEXT_AKTKML103_04746_TODO_14,
39,TEXT_AKTKML103_04746_TODO_15,
40,TEXT_AKTKML103_04746_TODO_16,
41,TEXT_AKTKML103_04746_TODO_17,
42,TEXT_AKTKML103_04746_TODO_18,
43,TEXT_AKTKML103_04746_TODO_19,
44,TEXT_AKTKML103_04746_TODO_20,
45,TEXT_AKTKML103_04746_TODO_21,
46,TEXT_AKTKML103_04746_TODO_22,
47,TEXT_AKTKML103_04746_TODO_23,
48,TEXT_AKTKML103_04746_RYNE_000_001,那時候我真的是拼命地努力，<hex:02100103>看到大家都恢復元氣，真的很高興。  
49,TEXT_AKTKML103_04746_CHAINUZZ_000_002,你們特地關心遊末邦的人民。<hex:02100103>接下來就由我們來，讓一切恢復正常。  
50,TEXT_AKTKML103_04746_WRENDEN_000_003,對於水晶都的自治組織，<hex:02100103>這次的關心，我們欠了一份大人情。<hex:02100103>有機會的話，我們也會提供協助。  
51,TEXT_AKTKML103_04746_DULIACHAI_000_004,即使只是短暫的時間，能見到你們的臉我很高興。<hex:02100103>等一切都平靜下來，再來看我吧！  
52,TEXT_AKTKML103_04746_MYSTERIOUSPERSON_000_010,看到采·努茲的情況，<hex:02100103>遊末邦的問題應該可以說已經解決了。<hex:02100103>我們去下一個地方看看吧？  
53,TEXT_AKTKML103_04746_RYNE_000_011,那麼，我們前往拉凱提卡大森林，<hex:02100103>去見在蛇行枝的「魯納爾」吧！  
54,TEXT_AKTKML103_04746_MYSTERIOUSPERSON_000_015,這裡比其他地方更多的是陰影，<hex:02100103>但與虛無界相比，這裡充滿了光。<hex:02100103>即使在洞窟裡也是如此。  
55,TEXT_AKTKML103_04746_RYNE_000_020,我來這裡真的是好久沒有了。<hex:02100103>大家看起來都沒有什麼變化呢！  
56,TEXT_AKTKML103_04746_RUNAR_000_100,嘿，好久不見了！<hex:02100103>很高興能見到你，<hex:022C0DFF07><hex:022903EB0203><hex:FF02> <hex:0203>！  
57,TEXT_AKTKML103_04746_RUNAR_100_100,但是……看來，<hex:02100103>你並不是來玩的呢。  
58,TEXT_AKTKML103_04746_Q3_000_000,你要說什麼？  
59,TEXT_AKTKML103_04746_A3_000_001,我有些事情想請「夜之民」聽聽  
60,TEXT_AKTKML103_04746_A3_000_002,這是很重要的事情，所以我想先和魯納爾談談  
61,TEXT_AKTKML103_04746_RUNAR_110_100,「夜之民」的大家……？<hex:02100103>我明白了，那我就代表大家聽你說吧。  
62,TEXT_AKTKML103_04746_RUNAR_120_100,你在意我們的事情，真是太感謝你了。<hex:02100103>那麼，請你說吧。  
63,TEXT_AKTKML103_04746_RUNAR_000_101,你和瑪托雅姐姐的故鄉，處於危險的狀態？<hex:02100103>這怎麼可能……！  
64,TEXT_AKTKML103_04746_MYSTERIOUSPERSON_000_102,瑪托雅是誰？  
65,TEXT_AKTKML103_04746_RYNE_000_103,是雅修特拉的別名。<hex:02100103>「夜之民」不會在光明之下暴露自己的名字……<hex:02100103>她在這裡生活的那段時間，也遵循了這個規則。  
66,TEXT_AKTKML103_04746_RUNAR_000_104,你就是零嗎。<hex:02100103>有被黑暗吞噬的世界，<hex:02100103>我有點難以相信……。  
67,TEXT_AKTKML103_04746_MYSTERIOUSPERSON_000_105,在我的故鄉虛無界，天空被黑暗覆蓋，<hex:02100103>太陽的光芒已經失去很久了。<hex:02100103>正好與這個世界相反。  
68,TEXT_AKTKML103_04746_MYSTERIOUSPERSON_000_106,但正因為如此，這裡的人們，<hex:02100103>應該能理解我們的處境吧？  
69,TEXT_AKTKML103_04746_RUNAR_000_107,是的。<hex:02100103>我們在光之世界中苦苦掙扎，<hex:02100103>你們也一定經歷了很多困難。  
70,TEXT_AKTKML103_04746_RUNAR_000_108,現在，我們正在將這個世界的光之力集結，<hex:02100103>以此來消除黑暗……。  
71,TEXT_AKTKML103_04746_RUNAR_000_109,真不愧是瑪托雅姐姐。<hex:02100103>這種大規模的計劃，別人是想不到的！  
