key,0,1
#,,
offset,0,4
int32,str,str
0,TEXT_AKTKML102_04745_SEQ_00,露天席大廣場的琳似乎隨時都可以出發。(翻譯:螢詩月@巴哈姆特)
1,TEXT_AKTKML102_04745_SEQ_01,
2,TEXT_AKTKML102_04745_SEQ_02,
3,TEXT_AKTKML102_04745_SEQ_03,
4,TEXT_AKTKML102_04745_SEQ_04,
5,TEXT_AKTKML102_04745_SEQ_05,
6,TEXT_AKTKML102_04745_SEQ_06,
7,TEXT_AKTKML102_04745_SEQ_07,
8,TEXT_AKTKML102_04745_SEQ_08,
9,TEXT_AKTKML102_04745_SEQ_09,
10,TEXT_AKTKML102_04745_SEQ_10,
11,TEXT_AKTKML102_04745_SEQ_11,
12,TEXT_AKTKML102_04745_SEQ_12,
13,TEXT_AKTKML102_04745_SEQ_13,
14,TEXT_AKTKML102_04745_SEQ_14,
15,TEXT_AKTKML102_04745_SEQ_15,
16,TEXT_AKTKML102_04745_SEQ_16,
17,TEXT_AKTKML102_04745_SEQ_17,
18,TEXT_AKTKML102_04745_SEQ_18,
19,TEXT_AKTKML102_04745_SEQ_19,
20,TEXT_AKTKML102_04745_SEQ_20,
21,TEXT_AKTKML102_04745_SEQ_21,
22,TEXT_AKTKML102_04745_SEQ_22,
23,TEXT_AKTKML102_04745_SEQ_23,
24,TEXT_AKTKML102_04745_TODO_00,與遊末邦的采·努茲對話
25,TEXT_AKTKML102_04745_TODO_01,與零對話並讓他同行
26,TEXT_AKTKML102_04745_TODO_02,帶著兩位同行者與市民對話
27,TEXT_AKTKML102_04745_TODO_03,帶著兩位同行者與采·努茲對話
28,TEXT_AKTKML102_04745_TODO_04,與零對話
29,TEXT_AKTKML102_04745_TODO_05,
30,TEXT_AKTKML102_04745_TODO_06,
31,TEXT_AKTKML102_04745_TODO_07,
32,TEXT_AKTKML102_04745_TODO_08,
33,TEXT_AKTKML102_04745_TODO_09,
34,TEXT_AKTKML102_04745_TODO_10,
35,TEXT_AKTKML102_04745_TODO_11,
36,TEXT_AKTKML102_04745_TODO_12,
37,TEXT_AKTKML102_04745_TODO_13,
38,TEXT_AKTKML102_04745_TODO_14,
39,TEXT_AKTKML102_04745_TODO_15,
40,TEXT_AKTKML102_04745_TODO_16,
41,TEXT_AKTKML102_04745_TODO_17,
42,TEXT_AKTKML102_04745_TODO_18,
43,TEXT_AKTKML102_04745_TODO_19,
44,TEXT_AKTKML102_04745_TODO_20,
45,TEXT_AKTKML102_04745_TODO_21,
46,TEXT_AKTKML102_04745_TODO_22,
47,TEXT_AKTKML102_04745_TODO_23,
48,TEXT_AKTKML102_04745_MYSTERIOUSPERSON_000_001,在這個世界裡，我也能使用傳送魔法，<hex:02100103>但是我沒有與乙太石共鳴，所以我無法去任何地方。<hex:02100103>抱歉，你也得陪伴我。
49,TEXT_AKTKML102_04745_RYNE_000_010,那麼，我們立刻前往拿巴示艾蘭吧。<hex:02100103>零也在，我們應該騎阿馬羅去。
50,TEXT_AKTKML102_04745_LYNA_000_011,啊，你來這裡了。<hex:02100103>真是剛好。
51,TEXT_AKTKML102_04745_RYNE_000_012,萊楠小姐！<hex:02100103>難道是從拜克·拉各那裡聽說的？
52,TEXT_AKTKML102_04745_LYNA_000_013,嗯，大部分的情況是……。
53,TEXT_AKTKML102_04745_LYNA_000_014,初次見面。<hex:02100103>我是指揮水晶都的衛兵團的萊楠。
54,TEXT_AKTKML102_04745_MYSTERIOUSPERSON_000_015,……零。<hex:02100103>你有什麼事嗎？
55,TEXT_AKTKML102_04745_LYNA_000_016,我聽說這座塔要集結光的力量，<hex:02100103>所以我覺得應該先談談。
56,TEXT_AKTKML102_04745_LYNA_000_017,當然，我信任你，<hex:02100103>所以我不會懷疑這個計劃是壞的。<hex:02100103>但是……
57,TEXT_AKTKML102_04745_MYSTERIOUSPERSON_000_018,我明白，我可以想像你的擔憂。
58,TEXT_AKTKML102_04745_MYSTERIOUSPERSON_000_019,在這個世界裡，也有各種各樣的人，<hex:02100103>他們懷抱的想法也應該各不相同。
59,TEXT_AKTKML102_04745_MYSTERIOUSPERSON_000_020,所以，並不是每個人都會像你一樣贊同。<hex:02100103>……是這樣吧？
60,TEXT_AKTKML102_04745_LYNA_000_021,……嗯，就是這樣。
61,TEXT_AKTKML102_04745_LYNA_000_022,對於許多人來說，光是<hex:02100103>將世界推向滅亡邊緣的力量的象徵。<hex:02100103>如果將它集中在一個地方，無論如何都會引起關注。
62,TEXT_AKTKML102_04745_LYNA_000_023,即使如此，如果是水晶都的居民，<hex:02100103>我們解釋的話，我認為他們會理解。<hex:02100103>但是，對於其他城市或村莊的人來說，可能會有困難。
63,TEXT_AKTKML102_04745_LYNA_000_024,與各地的交流才剛剛開始……<hex:02100103>我希望避免因為一點小矛盾或誤解，<hex:02100103>讓良好的關係出現裂痕。
64,TEXT_AKTKML102_04745_MYSTERIOUSPERSON_000_025,那麼告訴我，<hex:02100103>可能會出現什麼樣的誤解，以及涉及哪些人。<hex:02100103>在等待塔的準備期間，我將處理這個問題。
65,TEXT_AKTKML102_04745_RYNE_000_026,我們也會和零一起去。<hex:02100103>如果有熟人在，大家應該會更願意開誠布公地談話。
66,TEXT_AKTKML102_04745_LYNA_000_027,我明白了。<hex:02100103>雖然會給你們帶來麻煩，<hex:02100103>但如果你們能這麼做，我會很感激。
67,TEXT_AKTKML102_04745_LYNA_000_028,在集結光的力量到塔的過程中，需要事先談談的對象……<hex:02100103>首先，是遊末邦的人們。
68,TEXT_AKTKML102_04745_LYNA_000_029,雖然現在已經建立了友好關係，<hex:02100103>但他們與水晶都有對立的歷史。<hex:02100103>所以，可能有人對現狀有所思考。
69,TEXT_AKTKML102_04745_RYNE_000_030,遊末邦曾經有一位掌握光的力量的元首。<hex:02100103>他宣揚救贖，甚至使用魅惑術來統一市民……<hex:02100103>也曾攻擊不順從他的勢力。
70,TEXT_AKTKML102_04745_RYNE_000_031,自從元首變成采·努茲先生後，<hex:02100103>城市的氛圍和與水晶都的關係都變得很好。
71,TEXT_AKTKML102_04745_RYNE_000_032,但是，作為大城市，他們仍然存在競爭的一面。<hex:02100103>如果他們知道我們在這裡集結光的力量，<hex:02100103>可能會有人感到不安……。
72,TEXT_AKTKML102_04745_LYNA_000_033,嗯，就是這樣。<hex:02100103>所以，我們應該事先解釋，闇之戰士正在為了救救他的故鄉而努力，<hex:02100103>這樣會比較好。
73,TEXT_AKTKML102_04745_MYSTERIOUSPERSON_000_034,你在那個城市也受到信任，對吧。<hex:02100103>就像尤盧斯他們……加雷馬社區一樣。
74,TEXT_AKTKML102_04745_MYSTERIOUSPERSON_000_035,還有哪裡需要我們去？
75,TEXT_AKTKML102_04745_LYNA_000_036,我希望你們第二個去的地方是<hex:02100103>拉凱提卡大森林。
