key,0,1
#,,
int32,str,str
0,"TEXT_HEAVNZ724_01928_SEQ_00","尾羽集落的馬塞尚一臉後悔地皺著眉頭。"
1,"TEXT_HEAVNZ724_01928_SEQ_01","馬塞尚想要打倒那隻搶走他獵物的熊。前往龍堡參天高地的陸行鳥之森，將<Sheet(EventItem,2001674,0)/>放置在<Sheet(EObj,2005833,0)/>。"
2,"TEXT_HEAVNZ724_01928_SEQ_02","將<Sheet(EventItem,2001674,0)/>放在了<Sheet(EObj,2005833,0)/>。在陸行鳥之森的<Sheet(EObj,2005834,0)/>等待，討伐出現的<Sheet(BNpcName,4068,0)/>。"
3,"TEXT_HEAVNZ724_01928_SEQ_03","討伐了<Sheet(BNpcName,4068,0)/>。向尾羽集落的馬塞尚報告。"
4,"TEXT_HEAVNZ724_01928_SEQ_04","將打倒<Sheet(BNpcName,4068,0)/>一事向馬塞尚報告完畢。這樣就不會再有前來奪走他獵物的熊了。"
5,"TEXT_HEAVNZ724_01928_SEQ_05",""
6,"TEXT_HEAVNZ724_01928_SEQ_06",""
7,"TEXT_HEAVNZ724_01928_SEQ_07",""
8,"TEXT_HEAVNZ724_01928_SEQ_08",""
9,"TEXT_HEAVNZ724_01928_SEQ_09",""
10,"TEXT_HEAVNZ724_01928_SEQ_10",""
11,"TEXT_HEAVNZ724_01928_SEQ_11",""
12,"TEXT_HEAVNZ724_01928_SEQ_12",""
13,"TEXT_HEAVNZ724_01928_SEQ_13",""
14,"TEXT_HEAVNZ724_01928_SEQ_14",""
15,"TEXT_HEAVNZ724_01928_SEQ_15",""
16,"TEXT_HEAVNZ724_01928_SEQ_16",""
17,"TEXT_HEAVNZ724_01928_SEQ_17",""
18,"TEXT_HEAVNZ724_01928_SEQ_18",""
19,"TEXT_HEAVNZ724_01928_SEQ_19",""
20,"TEXT_HEAVNZ724_01928_SEQ_20",""
21,"TEXT_HEAVNZ724_01928_SEQ_21",""
22,"TEXT_HEAVNZ724_01928_SEQ_22",""
23,"TEXT_HEAVNZ724_01928_SEQ_23",""
24,"TEXT_HEAVNZ724_01928_TODO_00","將<Sheet(EventItem,2001674,0)/>放置在<Sheet(EObj,2005833,0)/>"
25,"TEXT_HEAVNZ724_01928_TODO_01","在<Sheet(EObj,2005834,0)/>等待 討伐<Sheet(BNpcName,4068,0)/>"
26,"TEXT_HEAVNZ724_01928_TODO_02","向馬塞尚報告"
27,"TEXT_HEAVNZ724_01928_TODO_03",""
28,"TEXT_HEAVNZ724_01928_TODO_04",""
29,"TEXT_HEAVNZ724_01928_TODO_05",""
30,"TEXT_HEAVNZ724_01928_TODO_06",""
31,"TEXT_HEAVNZ724_01928_TODO_07",""
32,"TEXT_HEAVNZ724_01928_TODO_08",""
33,"TEXT_HEAVNZ724_01928_TODO_09",""
34,"TEXT_HEAVNZ724_01928_TODO_10",""
35,"TEXT_HEAVNZ724_01928_TODO_11",""
36,"TEXT_HEAVNZ724_01928_TODO_12",""
37,"TEXT_HEAVNZ724_01928_TODO_13",""
38,"TEXT_HEAVNZ724_01928_TODO_14",""
39,"TEXT_HEAVNZ724_01928_TODO_15",""
40,"TEXT_HEAVNZ724_01928_TODO_16",""
41,"TEXT_HEAVNZ724_01928_TODO_17",""
42,"TEXT_HEAVNZ724_01928_TODO_18",""
43,"TEXT_HEAVNZ724_01928_TODO_19",""
44,"TEXT_HEAVNZ724_01928_TODO_20",""
45,"TEXT_HEAVNZ724_01928_TODO_21",""
46,"TEXT_HEAVNZ724_01928_TODO_22",""
47,"TEXT_HEAVNZ724_01928_TODO_23",""
48,"TEXT_HEAVNZ724_01928_MARCECHAMP_000_000","嘖，真讓人不爽……簡直氣得不行。
你要知道，我好不容易打到的陸行鳥竟然被橫插一腳給搶了！
你要是能幫我去治治那隻熊的話，我很願意拜託你。"
49,"TEXT_HEAVNZ724_01928_MARCECHAMP_000_001","那傢伙的警戒心強得很，但你只要用這<Sheet(EventItem,2001674,0)/>做誘餌，
躲得遠一些靜下心來監視，它一定會出現的。
這件事就拜託你了。"
50,"TEXT_HEAVNZ724_01928_MARCECHAMP_000_010","那傢伙的警戒心強得很，但你只要用這<Sheet(EventItem,2001674,0)/>做誘餌，
躲得遠一些靜下心來監視，它一定會出現的。
這件事就拜託你了。"
51,"TEXT_HEAVNZ724_01928_MARCECHAMP_000_020","喔喔，你幫我解決掉它了？！
不過你好厲害啊，能輕易打倒那隻熊。
這一來，今後打獵的時候就可以放心啦，謝謝你。"
