key,0,1
#,,
int32,str,str
0,"TEXT_HEAVNZ922_01987_SEQ_00","伽馬管區的輸送系統安靜地佇立著。"
1,"TEXT_HEAVNZ922_01987_SEQ_01","輸送系統想要讓未註冊的浮空型運送終端停止動作。在伽馬管區討伐4個<Sheet(BNpcName,3552,0)/>。"
2,"TEXT_HEAVNZ922_01987_SEQ_02","成功破壞了<Sheet(BNpcName,3552,0)/>。向伽馬管區的輸送系統報告。"
3,"TEXT_HEAVNZ922_01987_SEQ_03","向輸送系統報告完畢。冒險者破壞浮空型運送終端，以停止其運作，卻被輸送系統視為是在搞破壞……"
4,"TEXT_HEAVNZ922_01987_SEQ_04",""
5,"TEXT_HEAVNZ922_01987_SEQ_05",""
6,"TEXT_HEAVNZ922_01987_SEQ_06",""
7,"TEXT_HEAVNZ922_01987_SEQ_07",""
8,"TEXT_HEAVNZ922_01987_SEQ_08",""
9,"TEXT_HEAVNZ922_01987_SEQ_09",""
10,"TEXT_HEAVNZ922_01987_SEQ_10",""
11,"TEXT_HEAVNZ922_01987_SEQ_11",""
12,"TEXT_HEAVNZ922_01987_SEQ_12",""
13,"TEXT_HEAVNZ922_01987_SEQ_13",""
14,"TEXT_HEAVNZ922_01987_SEQ_14",""
15,"TEXT_HEAVNZ922_01987_SEQ_15",""
16,"TEXT_HEAVNZ922_01987_SEQ_16",""
17,"TEXT_HEAVNZ922_01987_SEQ_17",""
18,"TEXT_HEAVNZ922_01987_SEQ_18",""
19,"TEXT_HEAVNZ922_01987_SEQ_19",""
20,"TEXT_HEAVNZ922_01987_SEQ_20",""
21,"TEXT_HEAVNZ922_01987_SEQ_21",""
22,"TEXT_HEAVNZ922_01987_SEQ_22",""
23,"TEXT_HEAVNZ922_01987_SEQ_23",""
24,"TEXT_HEAVNZ922_01987_TODO_00","討伐<Sheet(BNpcName,3552,0)/>"
25,"TEXT_HEAVNZ922_01987_TODO_01","向輸送系統報告"
26,"TEXT_HEAVNZ922_01987_TODO_02",""
27,"TEXT_HEAVNZ922_01987_TODO_03",""
28,"TEXT_HEAVNZ922_01987_TODO_04",""
29,"TEXT_HEAVNZ922_01987_TODO_05",""
30,"TEXT_HEAVNZ922_01987_TODO_06",""
31,"TEXT_HEAVNZ922_01987_TODO_07",""
32,"TEXT_HEAVNZ922_01987_TODO_08",""
33,"TEXT_HEAVNZ922_01987_TODO_09",""
34,"TEXT_HEAVNZ922_01987_TODO_10",""
35,"TEXT_HEAVNZ922_01987_TODO_11",""
36,"TEXT_HEAVNZ922_01987_TODO_12",""
37,"TEXT_HEAVNZ922_01987_TODO_13",""
38,"TEXT_HEAVNZ922_01987_TODO_14",""
39,"TEXT_HEAVNZ922_01987_TODO_15",""
40,"TEXT_HEAVNZ922_01987_TODO_16",""
41,"TEXT_HEAVNZ922_01987_TODO_17",""
42,"TEXT_HEAVNZ922_01987_TODO_18",""
43,"TEXT_HEAVNZ922_01987_TODO_19",""
44,"TEXT_HEAVNZ922_01987_TODO_20",""
45,"TEXT_HEAVNZ922_01987_TODO_21",""
46,"TEXT_HEAVNZ922_01987_TODO_22",""
47,"TEXT_HEAVNZ922_01987_TODO_23",""
48,"TEXT_HEAVNZ922_01987_TRANSPORTATIONSYSTEM_000_000","咔……咔咔……發生問題。
確認到數個未註冊的浮空型運送終端。
向其傳送停止命令卻沒有執行。"
49,"TEXT_HEAVNZ922_01987_TRANSPORTATIONSYSTEM_000_001","作為管理輸送的本系統深表遺憾。
請立刻終止未註冊的爪型運送終端的動作。
咔咔……每人負責4個……咔咔……"
50,"TEXT_HEAVNZ922_01987_TRANSPORTATIONSYSTEM_000_010","作為管理輸送的本系統深表遺憾。
請立刻終止未註冊的爪型運送終端的動作。
咔咔……每人負責4個……咔咔……"
51,"TEXT_HEAVNZ922_01987_TRANSPORTATIONSYSTEM_000_020","咔……咔咔……確認浮空型運送終端的反應消失。
看來是進行了破壞活動……咔咔……
透過監視系統調查，確認你是犯人。"
52,"TEXT_HEAVNZ922_01987_TRANSPORTATIONSYSTEM_000_021","本系統要求的是終止，並非破壞。
本系統要向運輸部要求剝奪你的許可權。
重複……咔咔……"
