key,0,1
#,,
int32,str,str
0,"TEXT_HEAVNZ505_01840_SEQ_00","莫古利之家附近的莫古咪爾在開心地看著什麼。"
1,"TEXT_HEAVNZ505_01840_SEQ_01","和莫古咪爾進行了交談。人類製造的金屬在莫古利族之間很是流行。前往翻雲霧海的書信之家，從<Sheet(EObj,2005717,0)/>中取得5個<Sheet(EventItem,2001644,0)/>。"
2,"TEXT_HEAVNZ505_01840_SEQ_02","得到了<Sheet(EventItem,2001644,0)/>。將<Sheet(EventItem,2001644,0)/>交給莫古利之家附近的莫古咪爾。"
3,"TEXT_HEAVNZ505_01840_SEQ_03","將<Sheet(EventItem,2001644,0)/>交給了莫古咪爾。莫古咪爾非常開心，並稱讚這些<Sheet(EventItem,2001644,0)/>很酷。"
4,"TEXT_HEAVNZ505_01840_SEQ_04",""
5,"TEXT_HEAVNZ505_01840_SEQ_05",""
6,"TEXT_HEAVNZ505_01840_SEQ_06",""
7,"TEXT_HEAVNZ505_01840_SEQ_07",""
8,"TEXT_HEAVNZ505_01840_SEQ_08",""
9,"TEXT_HEAVNZ505_01840_SEQ_09",""
10,"TEXT_HEAVNZ505_01840_SEQ_10",""
11,"TEXT_HEAVNZ505_01840_SEQ_11",""
12,"TEXT_HEAVNZ505_01840_SEQ_12",""
13,"TEXT_HEAVNZ505_01840_SEQ_13",""
14,"TEXT_HEAVNZ505_01840_SEQ_14",""
15,"TEXT_HEAVNZ505_01840_SEQ_15",""
16,"TEXT_HEAVNZ505_01840_SEQ_16",""
17,"TEXT_HEAVNZ505_01840_SEQ_17",""
18,"TEXT_HEAVNZ505_01840_SEQ_18",""
19,"TEXT_HEAVNZ505_01840_SEQ_19",""
20,"TEXT_HEAVNZ505_01840_SEQ_20",""
21,"TEXT_HEAVNZ505_01840_SEQ_21",""
22,"TEXT_HEAVNZ505_01840_SEQ_22",""
23,"TEXT_HEAVNZ505_01840_SEQ_23",""
24,"TEXT_HEAVNZ505_01840_TODO_00","從<Sheet(EObj,2005717,0)/>中得到<Sheet(EventItem,2001644,0)/>"
25,"TEXT_HEAVNZ505_01840_TODO_01","將<Sheet(EventItem,2001644,0)/>交給莫古咪爾"
26,"TEXT_HEAVNZ505_01840_TODO_02",""
27,"TEXT_HEAVNZ505_01840_TODO_03",""
28,"TEXT_HEAVNZ505_01840_TODO_04",""
29,"TEXT_HEAVNZ505_01840_TODO_05",""
30,"TEXT_HEAVNZ505_01840_TODO_06",""
31,"TEXT_HEAVNZ505_01840_TODO_07",""
32,"TEXT_HEAVNZ505_01840_TODO_08",""
33,"TEXT_HEAVNZ505_01840_TODO_09",""
34,"TEXT_HEAVNZ505_01840_TODO_10",""
35,"TEXT_HEAVNZ505_01840_TODO_11",""
36,"TEXT_HEAVNZ505_01840_TODO_12",""
37,"TEXT_HEAVNZ505_01840_TODO_13",""
38,"TEXT_HEAVNZ505_01840_TODO_14",""
39,"TEXT_HEAVNZ505_01840_TODO_15",""
40,"TEXT_HEAVNZ505_01840_TODO_16",""
41,"TEXT_HEAVNZ505_01840_TODO_17",""
42,"TEXT_HEAVNZ505_01840_TODO_18",""
43,"TEXT_HEAVNZ505_01840_TODO_19",""
44,"TEXT_HEAVNZ505_01840_TODO_20",""
45,"TEXT_HEAVNZ505_01840_TODO_21",""
46,"TEXT_HEAVNZ505_01840_TODO_22",""
47,"TEXT_HEAVNZ505_01840_TODO_23",""
48,"TEXT_HEAVNZ505_01840_MOGMILL_000_000","人類製造的金屬在莫古們之間非常流行庫啵！
因為莫古們不會造亮閃閃的東西，
所以大家都是去惋惜之晶遺跡撿庫啵。"
49,"TEXT_HEAVNZ505_01840_MOGMILL_000_001","莫古悄悄告訴你，
其實書信之家的<Sheet(EObj,2005717,0)/>裡也有<Sheet(EventItem,2001644,0)/>庫啵！
請你幫莫古咪爾撿來5個<Sheet(EventItem,2001644,0)/>庫啵！"
50,"TEXT_HEAVNZ505_01840_MOGMILL_000_010","莫古悄悄告訴你，
其實書信之家的<Sheet(EObj,2005717,0)/>裡也有<Sheet(EventItem,2001644,0)/>庫啵！
請你幫莫古咪爾撿來5個<Sheet(EventItem,2001644,0)/>庫啵！"
51,"TEXT_HEAVNZ505_01840_MOGMILL_000_020","莫古悄悄告訴你，
其實書信之家的<Sheet(EObj,2005717,0)/>裡也有<Sheet(EventItem,2001644,0)/>庫啵！
請你幫莫古咪爾撿來5個<Sheet(EventItem,2001644,0)/>庫啵！"
52,"TEXT_HEAVNZ505_01840_MOGMILL_000_021","太棒了庫啵！酷極了庫啵！謝謝你庫啵！
大家一定都會羨慕莫古的庫啵！
嘿嘿嘿，那個地方是只屬於咱們的秘密庫啵！"
