key,0,1
#,,
int32,str,str
0,"TEXT_GAIUSC106_00957_SEQ_00","跨天橋的海爾姆哈特，有一件無論如何都想得到的東西。"
1,"TEXT_GAIUSC106_00957_SEQ_01","海爾姆哈特的頭皮狀態沒有任何變化。他要尋求更加有效的生髮劑。討伐火牆附近的<Sheet(BNpcName,271,0)/>，獲取5個<Sheet(EventItem,2000743,0)/>。"
2,"TEXT_GAIUSC106_00957_SEQ_02","獲得了<Sheet(EventItem,2000743,0)/>。與海爾姆哈特交談。"
3,"TEXT_GAIUSC106_00957_SEQ_03","對海爾姆哈特的頭使用<Sheet(EventItem,2000976,0)/>。"
4,"TEXT_GAIUSC106_00957_SEQ_04","對海爾姆哈特的頭使用了<Sheet(EventItem,2000976,0)/>。他的髮根究竟能否復甦活力……"
5,"TEXT_GAIUSC106_00957_SEQ_05",""
6,"TEXT_GAIUSC106_00957_SEQ_06",""
7,"TEXT_GAIUSC106_00957_SEQ_07",""
8,"TEXT_GAIUSC106_00957_SEQ_08",""
9,"TEXT_GAIUSC106_00957_SEQ_09",""
10,"TEXT_GAIUSC106_00957_SEQ_10",""
11,"TEXT_GAIUSC106_00957_SEQ_11",""
12,"TEXT_GAIUSC106_00957_SEQ_12",""
13,"TEXT_GAIUSC106_00957_SEQ_13",""
14,"TEXT_GAIUSC106_00957_SEQ_14",""
15,"TEXT_GAIUSC106_00957_SEQ_15",""
16,"TEXT_GAIUSC106_00957_SEQ_16",""
17,"TEXT_GAIUSC106_00957_SEQ_17",""
18,"TEXT_GAIUSC106_00957_SEQ_18",""
19,"TEXT_GAIUSC106_00957_SEQ_19",""
20,"TEXT_GAIUSC106_00957_SEQ_20",""
21,"TEXT_GAIUSC106_00957_SEQ_21",""
22,"TEXT_GAIUSC106_00957_SEQ_22",""
23,"TEXT_GAIUSC106_00957_SEQ_23",""
24,"TEXT_GAIUSC106_00957_TODO_00","從<Sheet(BNpcName,271,0)/>身上獲取<Sheet(EventItem,2000743,0)/>"
25,"TEXT_GAIUSC106_00957_TODO_01","將<Sheet(EventItem,2000743,0)/>交給海爾姆哈特"
26,"TEXT_GAIUSC106_00957_TODO_02","對海爾姆哈特的頭使用<Sheet(EventItem,2000976,0)/>"
27,"TEXT_GAIUSC106_00957_TODO_03",""
28,"TEXT_GAIUSC106_00957_TODO_04",""
29,"TEXT_GAIUSC106_00957_TODO_05",""
30,"TEXT_GAIUSC106_00957_TODO_06",""
31,"TEXT_GAIUSC106_00957_TODO_07",""
32,"TEXT_GAIUSC106_00957_TODO_08",""
33,"TEXT_GAIUSC106_00957_TODO_09",""
34,"TEXT_GAIUSC106_00957_TODO_10",""
35,"TEXT_GAIUSC106_00957_TODO_11",""
36,"TEXT_GAIUSC106_00957_TODO_12",""
37,"TEXT_GAIUSC106_00957_TODO_13",""
38,"TEXT_GAIUSC106_00957_TODO_14",""
39,"TEXT_GAIUSC106_00957_TODO_15",""
40,"TEXT_GAIUSC106_00957_TODO_16",""
41,"TEXT_GAIUSC106_00957_TODO_17",""
42,"TEXT_GAIUSC106_00957_TODO_18",""
43,"TEXT_GAIUSC106_00957_TODO_19",""
44,"TEXT_GAIUSC106_00957_TODO_20",""
45,"TEXT_GAIUSC106_00957_TODO_21",""
46,"TEXT_GAIUSC106_00957_TODO_22",""
47,"TEXT_GAIUSC106_00957_TODO_23",""
48,"TEXT_GAIUSC106_00957_HELMHART_000_000","啊……唉……
不起作用，居然不起作用啊！
我的腦袋對這種刺激已經習以為常了！"
49,"TEXT_GAIUSC106_00957_HELMHART_000_001","你、你不是那時的冒險者嗎！
我又有事要委託給你！"
50,"TEXT_GAIUSC106_00957_HELMHART_000_002","有一種超強生髮促進物質，它名叫<Sheet(EventItem,2000976,0)/>！
比起之前的<Sheet(EventItem,2000975,0)/>來，它要有效得多！"
51,"TEXT_GAIUSC106_00957_HELMHART_000_003","要製作這種東西，就需要用到<Sheet(EventItem,2000743,0)/>！
只要打倒棲息在火牆的<Sheet(BNpcName,271,0)/>，就應該能得到了！
快！你快去把它拿來！"
52,"TEXT_GAIUSC106_00957_DUMMY_000_000","討伐<Sheet(BNpcName,271,0)/>，獲得<Sheet(EventItem,2000743,0)/>"
53,"TEXT_GAIUSC106_00957_SYSTEM_000_000","（未使用/預計刪除）"
54,"TEXT_GAIUSC106_00957_HELMHART_000_010","唔……我已經沒救了……
髮根……髮根……"
55,"TEXT_GAIUSC106_00957_HELMHART_000_020","這是<Sheet(EventItem,2000743,0)/>！
你真是我的大救星！
事不宜遲，趕緊攪拌一下……做好了！"
56,"TEXT_GAIUSC106_00957_HELMHART_000_021","拜託你了，
把這個<Sheet(EventItem,2000976,0)/>塗到我的頭上……
快！快塗吧！啊——"
57,"TEXT_GAIUSC106_00957_HELMHART_000_030","啊、哦——
起效了起效了起效了！"
58,"TEXT_GAIUSC106_00957_HELMHART_000_031","滾燙的頭皮！復甦的髮根！
宛如傳說中的不死鳥一般，愛就要覺醒了！
啊——快長吧！快點！"
