key,0,1
#,,
int32,str,str
0,"TEXT_GAIUSC307_00974_SEQ_00","十二神大聖堂的梅爾溫，想要為冒險者提供情報。"
1,"TEXT_GAIUSC307_00974_SEQ_01","<UIForeground>F20215</UIForeground><UIGlow>F20216</UIGlow><Gui(63)/>本任務已經過調整。建議放棄本任務，前往小麥酒港找西艾娜重新領取。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>

※接下來的主線任務可以在主線嚮導中進行確認。在快捷指令的系統中可以找到角色設定，打開角色設定後，在介面設定的介面項中可以顯示或隱藏主線嚮導。"
2,"TEXT_GAIUSC307_00974_SEQ_02","這還遠遠不夠。將<Sheet(EventItem,2000930,0)/>放在<Sheet(EObj,2002194,0)/>上。"
3,"TEXT_GAIUSC307_00974_SEQ_03","獲得了<Sheet(EventItem,2000752,0)/>。與龍紋岩的提吉交談。"
4,"TEXT_GAIUSC307_00974_SEQ_04","這下子就可以把格吉引誘出來了。在<Sheet(EObj,2002195,0)/>使用<Sheet(EventItem,2000752,0)/>，從<Sheet(BNpcName,1982,0)/>身上獲得<Sheet(EventItem,2000753,0)/>。"
5,"TEXT_GAIUSC307_00974_SEQ_05","終於獲得了<Sheet(EventItem,2000753,0)/>。將其交給格里達尼亞舊街的赫丁。"
6,"TEXT_GAIUSC307_00974_SEQ_06","將<Sheet(EventItem,2000753,0)/>交給了赫丁。終於集齊了改造飛空艇企業號所需的水晶。"
7,"TEXT_GAIUSC307_00974_SEQ_07",""
8,"TEXT_GAIUSC307_00974_SEQ_08",""
9,"TEXT_GAIUSC307_00974_SEQ_09",""
10,"TEXT_GAIUSC307_00974_SEQ_10",""
11,"TEXT_GAIUSC307_00974_SEQ_11",""
12,"TEXT_GAIUSC307_00974_SEQ_12",""
13,"TEXT_GAIUSC307_00974_SEQ_13",""
14,"TEXT_GAIUSC307_00974_SEQ_14",""
15,"TEXT_GAIUSC307_00974_SEQ_15",""
16,"TEXT_GAIUSC307_00974_SEQ_16",""
17,"TEXT_GAIUSC307_00974_SEQ_17",""
18,"TEXT_GAIUSC307_00974_SEQ_18",""
19,"TEXT_GAIUSC307_00974_SEQ_19",""
20,"TEXT_GAIUSC307_00974_SEQ_20",""
21,"TEXT_GAIUSC307_00974_SEQ_21",""
22,"TEXT_GAIUSC307_00974_SEQ_22",""
