key,0,1
#,,
int32,str,str
0,"TEXT_BANSYL102_01258_SEQ_00","妖精暫留地的特那克希亞想到了新的惡作劇點子。"
1,"TEXT_BANSYL102_01258_SEQ_01","接受了特那克希亞的委託。在百靈啼討伐<Sheet(BNpcName,237,0)/>，獲取1份<Sheet(EventItem,2001118,0)/>；討伐<Sheet(BNpcName,233,0)/>，獲取1份<Sheet(EventItem,=2001119,0)/>；討伐<Sheet(BNpcName,222,0)/>，獲取2份<Sheet(EventItem,2001120,0)/>。"
2,"TEXT_BANSYL102_01258_SEQ_02","成功討伐了魔物，獲得了委託品。將<Sheet(EventItem,2001118,0)/>、<Sheet(EventItem,2001119,0)/>和<Sheet(EventItem,2001120,0)/>交給妖精暫留地的特那克希亞。"
3,"TEXT_BANSYL102_01258_SEQ_03","將委託品交給了特那克希亞。拿到了惡作劇用的材料，特那克希亞十分高興。他誇獎了冒險者的工作，並希望冒險者能再次幫他忙。"
4,"TEXT_BANSYL102_01258_SEQ_04",""
5,"TEXT_BANSYL102_01258_SEQ_05",""
6,"TEXT_BANSYL102_01258_SEQ_06",""
7,"TEXT_BANSYL102_01258_SEQ_07",""
8,"TEXT_BANSYL102_01258_SEQ_08",""
9,"TEXT_BANSYL102_01258_SEQ_09",""
10,"TEXT_BANSYL102_01258_SEQ_10",""
11,"TEXT_BANSYL102_01258_SEQ_11",""
12,"TEXT_BANSYL102_01258_SEQ_12",""
13,"TEXT_BANSYL102_01258_SEQ_13",""
14,"TEXT_BANSYL102_01258_SEQ_14",""
15,"TEXT_BANSYL102_01258_SEQ_15",""
16,"TEXT_BANSYL102_01258_SEQ_16",""
17,"TEXT_BANSYL102_01258_SEQ_17",""
18,"TEXT_BANSYL102_01258_SEQ_18",""
19,"TEXT_BANSYL102_01258_SEQ_19",""
20,"TEXT_BANSYL102_01258_SEQ_20",""
21,"TEXT_BANSYL102_01258_SEQ_21",""
22,"TEXT_BANSYL102_01258_SEQ_22",""
23,"TEXT_BANSYL102_01258_SEQ_23",""
24,"TEXT_BANSYL102_01258_TODO_00","從魔界花身上得到<Sheet(EventItem,2001118,0)/>"
25,"TEXT_BANSYL102_01258_TODO_01","從老齡樹精身上得到<Sheet(EventItem,=2001119,0)/>"
26,"TEXT_BANSYL102_01258_TODO_02","從換羽席茲身上得到<Sheet(EventItem,2001120,0)/>"
27,"TEXT_BANSYL102_01258_TODO_03","將委託品交給特那克希亞"
28,"TEXT_BANSYL102_01258_TODO_04",""
29,"TEXT_BANSYL102_01258_TODO_05",""
30,"TEXT_BANSYL102_01258_TODO_06",""
31,"TEXT_BANSYL102_01258_TODO_07",""
32,"TEXT_BANSYL102_01258_TODO_08",""
33,"TEXT_BANSYL102_01258_TODO_09",""
34,"TEXT_BANSYL102_01258_TODO_10",""
35,"TEXT_BANSYL102_01258_TODO_11",""
36,"TEXT_BANSYL102_01258_TODO_12",""
37,"TEXT_BANSYL102_01258_TODO_13",""
38,"TEXT_BANSYL102_01258_TODO_14",""
39,"TEXT_BANSYL102_01258_TODO_15",""
40,"TEXT_BANSYL102_01258_TODO_16",""
41,"TEXT_BANSYL102_01258_TODO_17",""
42,"TEXT_BANSYL102_01258_TODO_18",""
43,"TEXT_BANSYL102_01258_TODO_19",""
44,"TEXT_BANSYL102_01258_TODO_20",""
45,"TEXT_BANSYL102_01258_TODO_21",""
46,"TEXT_BANSYL102_01258_TODO_22",""
47,"TEXT_BANSYL102_01258_TODO_23",""
48,"TEXT_BANSYL102_01258_TONAXIA_000_000","嘿嘿嘿……這可真是個好點子呼啾。
我想到新的惡作劇點子了呼啾！
只要用上那些臭臭的魔物的臭氣……哇！"
49,"TEXT_BANSYL102_01258_TONAXIA_000_001","被、被你聽到了嗎呼啾？！
沒辦法……那我就不對你惡作劇了呼啾。
不過……你要來幫我忙才行呼啾！"
50,"TEXT_BANSYL102_01258_TONAXIA_000_002","我想要你去幹掉魔物，
拿到它們身上的臭氣熏天的部分呼啾。
我需要用那些東西呼啾！"
51,"TEXT_BANSYL102_01258_TONAXIA_000_003","首先是<Sheet(BNpcName,237,0)/>身上的<Sheet(EventItem,2001118,0)/>，
還有<Sheet(BNpcName,233,0)/>身上的<Sheet(EventItem,2001119,0)/>，
這些各需要1份。"
52,"TEXT_BANSYL102_01258_TONAXIA_000_004","再幹掉2隻<Sheet(BNpcName,222,0)/>，
拿到它們身上的<Sheet(EventItem,2001120,0)/>呼啾！
在百靈啼就可以找到這些魔物，拜託你了呼啾！"
53,"TEXT_BANSYL102_01258_TONAXIA_000_010","首先是魔界花身上的<Sheet(EventItem,2001118,0)/>，
還有老齡樹精身上的<Sheet(EventItem,2001119,0)/>，
這些各需要1份。"
54,"TEXT_BANSYL102_01258_TONAXIA_000_011","再幹掉2隻換羽席茲，
拿到它們身上的<Sheet(EventItem,2001120,0)/>呼啾！
在百靈啼就可以找到這些魔物，拜託你了呼啾！"
55,"TEXT_BANSYL102_01258_TONAXIA_000_020","拜託你的東西都拿到了沒呼啾？
是<Sheet(EventItem,2001118,0)/>、<Sheet(EventItem,2001119,0)/>各1份，
還有2份<Sheet(EventItem,2001120,0)/>呼啾。"
56,"TEXT_BANSYL102_01258_TONAXIA_000_030","哦，就是這些呼啾！
呼啾啾……這下子就可以開始惡作劇了呼啾！
你幹得太好了呼啾！"
57,"TEXT_BANSYL102_01258_TONAXIA_000_031","今天辛苦你了呼啾。
如果你還肯接受我特那克希亞的委託，我會很開心的呼啾。
要是你拒絕的話……小心我對你惡作劇哦呼啾！"
