key,0,1
#,,
int32,str,str
0,"TEXT_BANSAH106_01384_SEQ_00","諾布養育場的菲烏想要收集製作魚叉的材料。"
1,"TEXT_BANSAH106_01384_SEQ_01","接受了菲烏的委託，去收集材料，以便菲烏為他的弟弟們製作魚叉。先去月影島打倒<Sheet(BNpcName,2533,0)/>，獲得2份<Sheet(EventItem,2001267,0)/>。諾布養育場的海獸馴養人帕阿會為冒險者準備前往月影島的水龍蜥。"
2,"TEXT_BANSAH106_01384_SEQ_02","獲得了<Sheet(EventItem,2001267,0)/>。將<Sheet(EventItem,2001267,0)/>設定在月影島的<Sheet(EObj,2003840,0)/>，討伐隨之出現的<Sheet(BNpcName,2722,0)/>，獲取<Sheet(EventItem,2001268,0)/>。"
3,"TEXT_BANSAH106_01384_SEQ_03","獲得了<Sheet(EventItem,2001268,0)/>。將<Sheet(EventItem,2001268,0)/>交給諾布養育場的菲烏。"
4,"TEXT_BANSAH106_01384_SEQ_04","將<Sheet(EventItem,2001268,0)/>交給了菲烏。他為了將年幼的弟弟們培養成合格的魚人族，準備用這些材料製作魚叉，教他們捕魚。為了培育更多有共同志向的魚人，今後也協助他收集材料。"
5,"TEXT_BANSAH106_01384_SEQ_05",""
6,"TEXT_BANSAH106_01384_SEQ_06",""
7,"TEXT_BANSAH106_01384_SEQ_07",""
8,"TEXT_BANSAH106_01384_SEQ_08",""
9,"TEXT_BANSAH106_01384_SEQ_09",""
10,"TEXT_BANSAH106_01384_SEQ_10",""
11,"TEXT_BANSAH106_01384_SEQ_11",""
12,"TEXT_BANSAH106_01384_SEQ_12",""
13,"TEXT_BANSAH106_01384_SEQ_13",""
14,"TEXT_BANSAH106_01384_SEQ_14",""
15,"TEXT_BANSAH106_01384_SEQ_15",""
16,"TEXT_BANSAH106_01384_SEQ_16",""
17,"TEXT_BANSAH106_01384_SEQ_17",""
18,"TEXT_BANSAH106_01384_SEQ_18",""
19,"TEXT_BANSAH106_01384_SEQ_19",""
20,"TEXT_BANSAH106_01384_SEQ_20",""
21,"TEXT_BANSAH106_01384_SEQ_21",""
22,"TEXT_BANSAH106_01384_SEQ_22",""
23,"TEXT_BANSAH106_01384_SEQ_23",""
